pin,slack
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_38_1_1_wmux_RNO_1:C,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_38_1_1_wmux_RNO_1:Y,
g_OLED_interface/s_ASCII[730]:ALn,
g_OLED_interface/s_ASCII[730]:CLK,
g_OLED_interface/s_ASCII[730]:D,
g_OLED_interface/s_ASCII[730]:EN,
g_OLED_interface/s_ASCII[730]:Q,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/s_data_reg_10[7]:A,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/s_data_reg_10[7]:B,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/s_data_reg_10[7]:Y,
g_OLED_interface/s_state_reg[0]:ALn,
g_OLED_interface/s_state_reg[0]:CLK,
g_OLED_interface/s_state_reg[0]:D,
g_OLED_interface/s_state_reg[0]:Q,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_15_RNO_0:A,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_15_RNO_0:B,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_15_RNO_0:C,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_15_RNO_0:D,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_15_RNO_0:Y,
g_OLED_interface/s_ASCII_8[714]:A,
g_OLED_interface/s_ASCII_8[714]:B,
g_OLED_interface/s_ASCII_8[714]:Y,
g_OLED_interface/s_ASCII_8[565]:A,
g_OLED_interface/s_ASCII_8[565]:B,
g_OLED_interface/s_ASCII_8[565]:Y,
g_OLED_interface/s_ASCII[241]:ALn,
g_OLED_interface/s_ASCII[241]:CLK,
g_OLED_interface/s_ASCII[241]:D,
g_OLED_interface/s_ASCII[241]:EN,
g_OLED_interface/s_ASCII[241]:Q,
g_OLED_interface/s_ASCII_8[416]:A,
g_OLED_interface/s_ASCII_8[416]:B,
g_OLED_interface/s_ASCII_8[416]:Y,
g_OLED_interface/s_PIXEL_COUNT_reg_lm_0[1]:A,
g_OLED_interface/s_PIXEL_COUNT_reg_lm_0[1]:B,
g_OLED_interface/s_PIXEL_COUNT_reg_lm_0[1]:C,
g_OLED_interface/s_PIXEL_COUNT_reg_lm_0[1]:Y,
g_OLED_interface/s_ASCII_8[693]:A,
g_OLED_interface/s_ASCII_8[693]:B,
g_OLED_interface/s_ASCII_8[693]:Y,
g_OLED_interface/s_ASCII_8[498]:A,
g_OLED_interface/s_ASCII_8[498]:B,
g_OLED_interface/s_ASCII_8[498]:Y,
g_OLED_interface/s_ASCII_8[592]:A,
g_OLED_interface/s_ASCII_8[592]:B,
g_OLED_interface/s_ASCII_8[592]:Y,
g_OLED_interface/s_ASCII_8[333]:A,
g_OLED_interface/s_ASCII_8[333]:B,
g_OLED_interface/s_ASCII_8[333]:Y,
g_OLED_interface/s_ASCII[754]:ALn,
g_OLED_interface/s_ASCII[754]:CLK,
g_OLED_interface/s_ASCII[754]:D,
g_OLED_interface/s_ASCII[754]:EN,
g_OLED_interface/s_ASCII[754]:Q,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_6_RNO:A,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_6_RNO:B,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_6_RNO:C,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_6_RNO:D,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_6_RNO:Y,
g_OLED_interface/un1_s_ASCII_col_reg_2_1.s_state_reg_2_sqmuxa_i_o3:A,
g_OLED_interface/un1_s_ASCII_col_reg_2_1.s_state_reg_2_sqmuxa_i_o3:B,
g_OLED_interface/un1_s_ASCII_col_reg_2_1.s_state_reg_2_sqmuxa_i_o3:C,
g_OLED_interface/un1_s_ASCII_col_reg_2_1.s_state_reg_2_sqmuxa_i_o3:Y,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_2:A,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_2:B,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_2:C,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_2:D,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_2:Y,
g_OLED_interface/s_ASCII[649]:ALn,
g_OLED_interface/s_ASCII[649]:CLK,
g_OLED_interface/s_ASCII[649]:D,
g_OLED_interface/s_ASCII[649]:EN,
g_OLED_interface/s_ASCII[649]:Q,
g_OLED_interface/s_ASCII_8[501]:A,
g_OLED_interface/s_ASCII_8[501]:B,
g_OLED_interface/s_ASCII_8[501]:Y,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_19:A,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_19:B,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_19:C,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_19:D,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_19:Y,
g_OLED_interface/s_ASCII[290]:ALn,
g_OLED_interface/s_ASCII[290]:CLK,
g_OLED_interface/s_ASCII[290]:D,
g_OLED_interface/s_ASCII[290]:EN,
g_OLED_interface/s_ASCII[290]:Q,
g_OLED_interface/font/s_PIXEL_63_6_.m126:A,
g_OLED_interface/font/s_PIXEL_63_6_.m126:B,
g_OLED_interface/font/s_PIXEL_63_6_.m126:C,
g_OLED_interface/font/s_PIXEL_63_6_.m126:Y,
g_OLED_interface/s_ASCII_8[349]:A,
g_OLED_interface/s_ASCII_8[349]:B,
g_OLED_interface/s_ASCII_8[349]:Y,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_5:A,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_5:B,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_5:C,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_5:D,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_5:Y,
g_OLED_interface/font/s_PIXEL_63_6_.m211_1_0_wmux_0:A,
g_OLED_interface/font/s_PIXEL_63_6_.m211_1_0_wmux_0:B,
g_OLED_interface/font/s_PIXEL_63_6_.m211_1_0_wmux_0:C,
g_OLED_interface/font/s_PIXEL_63_6_.m211_1_0_wmux_0:D,
g_OLED_interface/font/s_PIXEL_63_6_.m211_1_0_wmux_0:Y,
g_OLED_interface/un1_s_ASCII_col_reg_2_1.un1_s_buffer_start_reg27_2_0_a3_5:A,
g_OLED_interface/un1_s_ASCII_col_reg_2_1.un1_s_buffer_start_reg27_2_0_a3_5:B,
g_OLED_interface/un1_s_ASCII_col_reg_2_1.un1_s_buffer_start_reg27_2_0_a3_5:C,
g_OLED_interface/un1_s_ASCII_col_reg_2_1.un1_s_buffer_start_reg27_2_0_a3_5:D,
g_OLED_interface/un1_s_ASCII_col_reg_2_1.un1_s_buffer_start_reg27_2_0_a3_5:Y,
g_OLED_interface/s_ASCII[426]:ALn,
g_OLED_interface/s_ASCII[426]:CLK,
g_OLED_interface/s_ASCII[426]:D,
g_OLED_interface/s_ASCII[426]:EN,
g_OLED_interface/s_ASCII[426]:Q,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/s_data_reg_10[22]:A,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/s_data_reg_10[22]:B,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/s_data_reg_10[22]:Y,
g_OLED_interface/s_ASCII_8[633]:A,
g_OLED_interface/s_ASCII_8[633]:B,
g_OLED_interface/s_ASCII_8[633]:Y,
g_OLED_interface/s_ASCII_8[532]:A,
g_OLED_interface/s_ASCII_8[532]:B,
g_OLED_interface/s_ASCII_8[532]:Y,
g_OLED_interface/SCLK_clock_divider/s_ms_reg[6]:ALn,
g_OLED_interface/SCLK_clock_divider/s_ms_reg[6]:CLK,5855
g_OLED_interface/SCLK_clock_divider/s_ms_reg[6]:D,7894
g_OLED_interface/SCLK_clock_divider/s_ms_reg[6]:Q,5855
g_OLED_interface/s_ASCII[265]:ALn,
g_OLED_interface/s_ASCII[265]:CLK,
g_OLED_interface/s_ASCII[265]:D,
g_OLED_interface/s_ASCII[265]:EN,
g_OLED_interface/s_ASCII[265]:Q,
g_OLED_interface/SCLK_clock_divider/s_ms_reg[20]:ALn,
g_OLED_interface/SCLK_clock_divider/s_ms_reg[20]:CLK,5809
g_OLED_interface/SCLK_clock_divider/s_ms_reg[20]:D,7711
g_OLED_interface/SCLK_clock_divider/s_ms_reg[20]:Q,5809
g_OLED_interface/s_ASCII_8[316]:A,
g_OLED_interface/s_ASCII_8[316]:B,
g_OLED_interface/s_ASCII_8[316]:Y,
g_OLED_interface/s_ASCII[61]:ALn,
g_OLED_interface/s_ASCII[61]:CLK,
g_OLED_interface/s_ASCII[61]:D,
g_OLED_interface/s_ASCII[61]:EN,
g_OLED_interface/s_ASCII[61]:Q,
g_OLED_interface/SCLK_clock_divider/s_ms_reg_RNO[0]:A,8361
g_OLED_interface/SCLK_clock_divider/s_ms_reg_RNO[0]:Y,8361
g_OLED_interface/s_ASCII_8[220]:A,
g_OLED_interface/s_ASCII_8[220]:B,
g_OLED_interface/s_ASCII_8[220]:Y,
g_OLED_interface/s_ASCII[706]:ALn,
g_OLED_interface/s_ASCII[706]:CLK,
g_OLED_interface/s_ASCII[706]:D,
g_OLED_interface/s_ASCII[706]:EN,
g_OLED_interface/s_ASCII[706]:Q,
g_OLED_interface/s_ASCII_col_reg[2]:ALn,
g_OLED_interface/s_ASCII_col_reg[2]:CLK,
g_OLED_interface/s_ASCII_col_reg[2]:D,
g_OLED_interface/s_ASCII_col_reg[2]:Q,
g_OLED_interface/s_ASCII_8[205]:A,
g_OLED_interface/s_ASCII_8[205]:B,
g_OLED_interface/s_ASCII_8[205]:Y,
g_OLED_interface/s_ASCII[129]:ALn,
g_OLED_interface/s_ASCII[129]:CLK,
g_OLED_interface/s_ASCII[129]:D,
g_OLED_interface/s_ASCII[129]:EN,
g_OLED_interface/s_ASCII[129]:Q,
g_OLED_interface/SCLK_clock_divider/un11_s_ms_next_cry_11:B,7837
g_OLED_interface/SCLK_clock_divider/un11_s_ms_next_cry_11:CC,7787
g_OLED_interface/SCLK_clock_divider/un11_s_ms_next_cry_11:P,7837
g_OLED_interface/SCLK_clock_divider/un11_s_ms_next_cry_11:S,7787
g_OLED_interface/SCLK_clock_divider/un11_s_ms_next_cry_11:Y3,
g_OLED_interface/SCLK_clock_divider/un11_s_ms_next_cry_11:Y3A,
g_OLED_interface/s_ASCII_8[553]:A,
g_OLED_interface/s_ASCII_8[553]:B,
g_OLED_interface/s_ASCII_8[553]:Y,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_0_RNO_4:A,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_0_RNO_4:B,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_0_RNO_4:C,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_0_RNO_4:D,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_0_RNO_4:Y,
g_OLED_interface/s_count_reg[8]:ALn,
g_OLED_interface/s_count_reg[8]:CLK,
g_OLED_interface/s_count_reg[8]:D,
g_OLED_interface/s_count_reg[8]:EN,
g_OLED_interface/s_count_reg[8]:Q,
g_OLED_interface/s_count_reg[8]:SLn,
g_OLED_interface/s_ASCII_8[760]:A,
g_OLED_interface/s_ASCII_8[760]:B,
g_OLED_interface/s_ASCII_8[760]:Y,
g_OLED_interface/s_ASCII[285]:ALn,
g_OLED_interface/s_ASCII[285]:CLK,
g_OLED_interface/s_ASCII[285]:D,
g_OLED_interface/s_ASCII[285]:EN,
g_OLED_interface/s_ASCII[285]:Q,
g_OLED_interface/font/s_PIXEL_63_6_.m502_3_1:A,
g_OLED_interface/font/s_PIXEL_63_6_.m502_3_1:B,
g_OLED_interface/font/s_PIXEL_63_6_.m502_3_1:C,
g_OLED_interface/font/s_PIXEL_63_6_.m502_3_1:Y,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_45_1_0_0_wmux:A,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_45_1_0_0_wmux:B,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_45_1_0_0_wmux:C,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_45_1_0_0_wmux:D,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_45_1_0_0_wmux:Y,
g_OLED_interface/s_ASCII_8[162]:A,
g_OLED_interface/s_ASCII_8[162]:B,
g_OLED_interface/s_ASCII_8[162]:Y,
g_OLED_interface/s_ASCII_8[300]:A,
g_OLED_interface/s_ASCII_8[300]:B,
g_OLED_interface/s_ASCII_8[300]:Y,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_5_RNO_4:A,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_5_RNO_4:B,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_5_RNO_4:C,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_5_RNO_4:D,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_5_RNO_4:Y,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_45_1_1_wmux_0_RNO_1:A,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_45_1_1_wmux_0_RNO_1:B,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_45_1_1_wmux_0_RNO_1:C,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_45_1_1_wmux_0_RNO_1:D,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_45_1_1_wmux_0_RNO_1:Y,
g_OLED_interface/font/s_PIXEL_63_6_.m406:A,
g_OLED_interface/font/s_PIXEL_63_6_.m406:B,
g_OLED_interface/font/s_PIXEL_63_6_.m406:C,
g_OLED_interface/font/s_PIXEL_63_6_.m406:D,
g_OLED_interface/font/s_PIXEL_63_6_.m406:Y,
g_OLED_interface/font/s_PIXEL_63_6_.m120:A,
g_OLED_interface/font/s_PIXEL_63_6_.m120:B,
g_OLED_interface/font/s_PIXEL_63_6_.m120:Y,
g_OLED_interface/s_ASCII_8[648]:A,
g_OLED_interface/s_ASCII_8[648]:B,
g_OLED_interface/s_ASCII_8[648]:Y,
g_OLED_interface/s_ASCII_8[504]:A,
g_OLED_interface/s_ASCII_8[504]:B,
g_OLED_interface/s_ASCII_8[504]:Y,
g_OLED_interface/s_ASCII[277]:ALn,
g_OLED_interface/s_ASCII[277]:CLK,
g_OLED_interface/s_ASCII[277]:D,
g_OLED_interface/s_ASCII[277]:EN,
g_OLED_interface/s_ASCII[277]:Q,
g_OLED_interface/s_ASCII[145]:ALn,
g_OLED_interface/s_ASCII[145]:CLK,
g_OLED_interface/s_ASCII[145]:D,
g_OLED_interface/s_ASCII[145]:EN,
g_OLED_interface/s_ASCII[145]:Q,
g_OLED_interface/s_ASCII[712]:ALn,
g_OLED_interface/s_ASCII[712]:CLK,
g_OLED_interface/s_ASCII[712]:D,
g_OLED_interface/s_ASCII[712]:EN,
g_OLED_interface/s_ASCII[712]:Q,
g_OLED_interface/font/s_PIXEL_63_6_.m139:A,
g_OLED_interface/font/s_PIXEL_63_6_.m139:B,
g_OLED_interface/font/s_PIXEL_63_6_.m139:C,
g_OLED_interface/font/s_PIXEL_63_6_.m139:Y,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_1_RNO_1:A,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_1_RNO_1:B,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_1_RNO_1:C,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_1_RNO_1:D,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_1_RNO_1:Y,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_RNO_3:A,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_RNO_3:B,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_RNO_3:C,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_RNO_3:D,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_RNO_3:Y,
g_OLED_interface/s_PIXEL_COUNT_reg[2]:ALn,
g_OLED_interface/s_PIXEL_COUNT_reg[2]:CLK,
g_OLED_interface/s_PIXEL_COUNT_reg[2]:D,
g_OLED_interface/s_PIXEL_COUNT_reg[2]:EN,
g_OLED_interface/s_PIXEL_COUNT_reg[2]:Q,
g_OLED_interface/s_ASCII_8[701]:A,
g_OLED_interface/s_ASCII_8[701]:B,
g_OLED_interface/s_ASCII_8[701]:Y,
g_OLED_interface/s_ASCII_8[728]:A,
g_OLED_interface/s_ASCII_8[728]:B,
g_OLED_interface/s_ASCII_8[728]:Y,
g_OLED_interface/font/s_PIXEL_63_6_.m165_1_0_wmux_0:A,
g_OLED_interface/font/s_PIXEL_63_6_.m165_1_0_wmux_0:B,
g_OLED_interface/font/s_PIXEL_63_6_.m165_1_0_wmux_0:C,
g_OLED_interface/font/s_PIXEL_63_6_.m165_1_0_wmux_0:D,
g_OLED_interface/font/s_PIXEL_63_6_.m165_1_0_wmux_0:Y,
g_OLED_interface/s_ASCII_8[354]:A,
g_OLED_interface/s_ASCII_8[354]:B,
g_OLED_interface/s_ASCII_8[354]:Y,
g_OLED_interface/s_ASCII_8[208]:A,
g_OLED_interface/s_ASCII_8[208]:B,
g_OLED_interface/s_ASCII_8[208]:Y,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/o_DATA_RNI17CGL[0]:A,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/o_DATA_RNI17CGL[0]:B,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/o_DATA_RNI17CGL[0]:C,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/o_DATA_RNI17CGL[0]:Y,
g_OLED_interface/font/s_PIXEL_63_6_.m81:A,
g_OLED_interface/font/s_PIXEL_63_6_.m81:B,
g_OLED_interface/font/s_PIXEL_63_6_.m81:C,
g_OLED_interface/font/s_PIXEL_63_6_.m81:Y,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/s_byte_reg_n2:A,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/s_byte_reg_n2:B,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/s_byte_reg_n2:C,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/s_byte_reg_n2:D,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/s_byte_reg_n2:Y,
g_OLED_interface/font/s_PIXEL_63_6_.m482_2_1:A,
g_OLED_interface/font/s_PIXEL_63_6_.m482_2_1:B,
g_OLED_interface/font/s_PIXEL_63_6_.m482_2_1:Y,
g_OLED_interface/s_ASCII[610]:ALn,
g_OLED_interface/s_ASCII[610]:CLK,
g_OLED_interface/s_ASCII[610]:D,
g_OLED_interface/s_ASCII[610]:EN,
g_OLED_interface/s_ASCII[610]:Q,
g_OLED_interface/font/s_PIXEL_63_6_.m568:A,
g_OLED_interface/font/s_PIXEL_63_6_.m568:B,
g_OLED_interface/font/s_PIXEL_63_6_.m568:C,
g_OLED_interface/font/s_PIXEL_63_6_.m568:Y,
g_OLED_interface/s_ASCII[224]:ALn,
g_OLED_interface/s_ASCII[224]:CLK,
g_OLED_interface/s_ASCII[224]:D,
g_OLED_interface/s_ASCII[224]:EN,
g_OLED_interface/s_ASCII[224]:Q,
g_OLED_interface/font/s_PIXEL_63_6_.m404_1_0:A,
g_OLED_interface/font/s_PIXEL_63_6_.m404_1_0:B,
g_OLED_interface/font/s_PIXEL_63_6_.m404_1_0:C,
g_OLED_interface/font/s_PIXEL_63_6_.m404_1_0:D,
g_OLED_interface/font/s_PIXEL_63_6_.m404_1_0:Y,
g_OLED_interface/s_ASCII_8[449]:A,
g_OLED_interface/s_ASCII_8[449]:B,
g_OLED_interface/s_ASCII_8[449]:Y,
g_OLED_interface/s_ASCII_8[170]:A,
g_OLED_interface/s_ASCII_8[170]:B,
g_OLED_interface/s_ASCII_8[170]:Y,
g_OLED_interface/s_ASCII[616]:ALn,
g_OLED_interface/s_ASCII[616]:CLK,
g_OLED_interface/s_ASCII[616]:D,
g_OLED_interface/s_ASCII[616]:EN,
g_OLED_interface/s_ASCII[616]:Q,
g_OLED_interface/font/s_PIXEL_63_6_.m100_1_0_wmux_0:A,
g_OLED_interface/font/s_PIXEL_63_6_.m100_1_0_wmux_0:B,
g_OLED_interface/font/s_PIXEL_63_6_.m100_1_0_wmux_0:C,
g_OLED_interface/font/s_PIXEL_63_6_.m100_1_0_wmux_0:D,
g_OLED_interface/font/s_PIXEL_63_6_.m100_1_0_wmux_0:Y,
g_OLED_interface/font/s_PIXEL_63_6_.m87:A,
g_OLED_interface/font/s_PIXEL_63_6_.m87:B,
g_OLED_interface/font/s_PIXEL_63_6_.m87:C,
g_OLED_interface/font/s_PIXEL_63_6_.m87:Y,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/s_data_reg_RNO[12]:A,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/s_data_reg_RNO[12]:B,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/s_data_reg_RNO[12]:C,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/s_data_reg_RNO[12]:Y,
g_OLED_interface/un1_s_ASCII_col_reg_2_1.s_state_reg_ns_0_o2_0_5_0_RNI5175B[2]:A,
g_OLED_interface/un1_s_ASCII_col_reg_2_1.s_state_reg_ns_0_o2_0_5_0_RNI5175B[2]:B,
g_OLED_interface/un1_s_ASCII_col_reg_2_1.s_state_reg_ns_0_o2_0_5_0_RNI5175B[2]:C,
g_OLED_interface/un1_s_ASCII_col_reg_2_1.s_state_reg_ns_0_o2_0_5_0_RNI5175B[2]:D,
g_OLED_interface/un1_s_ASCII_col_reg_2_1.s_state_reg_ns_0_o2_0_5_0_RNI5175B[2]:Y,
g_OLED_interface/s_ASCII_8[752]:A,
g_OLED_interface/s_ASCII_8[752]:B,
g_OLED_interface/s_ASCII_8[752]:Y,
g_OLED_interface/s_ASCII_8[600]:A,
g_OLED_interface/s_ASCII_8[600]:B,
g_OLED_interface/s_ASCII_8[600]:Y,
g_OLED_interface/s_ASCII[529]:ALn,
g_OLED_interface/s_ASCII[529]:CLK,
g_OLED_interface/s_ASCII[529]:D,
g_OLED_interface/s_ASCII[529]:EN,
g_OLED_interface/s_ASCII[529]:Q,
g_OLED_interface/s_ASCII[29]:ALn,
g_OLED_interface/s_ASCII[29]:CLK,
g_OLED_interface/s_ASCII[29]:D,
g_OLED_interface/s_ASCII[29]:EN,
g_OLED_interface/s_ASCII[29]:Q,
g_OLED_interface/s_ASCII[618]:ALn,
g_OLED_interface/s_ASCII[618]:CLK,
g_OLED_interface/s_ASCII[618]:D,
g_OLED_interface/s_ASCII[618]:EN,
g_OLED_interface/s_ASCII[618]:Q,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/o_DATA_RNIFQTE21[7]:A,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/o_DATA_RNIFQTE21[7]:B,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/o_DATA_RNIFQTE21[7]:C,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/o_DATA_RNIFQTE21[7]:Y,
g_OLED_interface/s_ASCII[482]:ALn,
g_OLED_interface/s_ASCII[482]:CLK,
g_OLED_interface/s_ASCII[482]:D,
g_OLED_interface/s_ASCII[482]:EN,
g_OLED_interface/s_ASCII[482]:Q,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_45_1_0_wmux_RNO_1:A,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_45_1_0_wmux_RNO_1:B,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_45_1_0_wmux_RNO_1:C,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_45_1_0_wmux_RNO_1:Y,
g_OLED_interface/s_ASCII_8[698]:A,
g_OLED_interface/s_ASCII_8[698]:B,
g_OLED_interface/s_ASCII_8[698]:Y,
g_OLED_interface/s_ASCII_8[450]:A,
g_OLED_interface/s_ASCII_8[450]:B,
g_OLED_interface/s_ASCII_8[450]:Y,
g_OLED_interface/s_ASCII_8[384]:A,
g_OLED_interface/s_ASCII_8[384]:B,
g_OLED_interface/s_ASCII_8[384]:Y,
